Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	9	25.0	3.1240128298393454E-5	ENSG00000175197, ENSG00000112715, ENSG00000131018, ENSG00000130513, ENSG00000116717, ENSG00000140105, ENSG00000162772, ENSG00000172216, ENSG00000110619	35	716	18869	6.77657621707901	0.004488544981021025	0.004498578474968658	0.004279897576879903
GOTERM_MF_DIRECT	GO:0005524~ATP binding	10	27.77777777777778	0.0012915428827476793	ENSG00000156510, ENSG00000204388, ENSG00000044574, ENSG00000090861, ENSG00000134684, ENSG00000140105, ENSG00000101255, ENSG00000149428, ENSG00000110619, ENSG00000041515	35	1545	18869	3.4894128525196484	0.16981140457937027	0.09299108755783292	0.08847068746821603
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	5	13.88888888888889	0.00214334635678034	ENSG00000161011, ENSG00000204388, ENSG00000044574, ENSG00000177606, ENSG00000101255	35	306	18869	8.80905695611578	0.26579948904387374	0.09585478162348564	0.09119517418345509
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	10	27.77777777777778	0.002662632822874601	ENSG00000175197, ENSG00000112715, ENSG00000131018, ENSG00000161011, ENSG00000172432, ENSG00000177606, ENSG00000162772, ENSG00000110619, ENSG00000087086, ENSG00000175866	35	1714	18869	3.1453575595932652	0.31882122340021923	0.09585478162348564	0.09119517418345509
GOTERM_MF_DIRECT	GO:0005515~protein binding	31	86.11111111111111	0.003718804649065771	ENSG00000051108, ENSG00000151012, ENSG00000130513, ENSG00000163618, ENSG00000044574, ENSG00000172432, ENSG00000177606, ENSG00000172216, ENSG00000175866, ENSG00000116584, ENSG00000119922, ENSG00000140105, ENSG00000103257, ENSG00000162772, ENSG00000101255, ENSG00000110619, ENSG00000107554, ENSG00000087086, ENSG00000175197, ENSG00000112715, ENSG00000131018, ENSG00000116717, ENSG00000006327, ENSG00000134684, ENSG00000171951, ENSG00000041515, ENSG00000161011, ENSG00000204388, ENSG00000168003, ENSG00000087074, ENSG00000149428	35	12554	18869	1.331252418125128	0.4152121046530779	0.10710157389309422	0.10189524738440213
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	5	13.88888888888889	0.005105978745965704	ENSG00000131018, ENSG00000161011, ENSG00000204388, ENSG00000044574, ENSG00000177606	35	390	18869	6.911721611721611	0.5215217228955964	0.1225434899031769	0.11658651469955023
GOTERM_MF_DIRECT	GO:0015173~aromatic amino acid transmembrane transporter activity	2	5.555555555555555	0.007188701505415147	ENSG00000168003, ENSG00000103257	35	4	18869	269.5571428571428	0.6461604510252337	0.12946325771921066	0.1231699049134157
GOTERM_MF_DIRECT	GO:0000049~tRNA binding	3	8.333333333333332	0.008054640280079541	ENSG00000090861, ENSG00000134684, ENSG00000110619	35	75	18869	21.564571428571426	0.6879414961513324	0.12946325771921066	0.1231699049134157
GOTERM_MF_DIRECT	GO:0015190~L-leucine transmembrane transporter activity	2	5.555555555555555	0.008978024810405381	ENSG00000168003, ENSG00000103257	35	5	18869	215.6457142857143	0.7271066172675146	0.12946325771921066	0.1231699049134157
GOTERM_MF_DIRECT	GO:0000976~transcription regulatory region sequence-specific DNA binding	4	11.11111111111111	0.008990504008278518	ENSG00000175197, ENSG00000177606, ENSG00000162772, ENSG00000172216	35	239	18869	9.022833233711895	0.7276010052721771	0.12946325771921066	0.1231699049134157
GOTERM_MF_DIRECT	GO:0019901~protein kinase binding	5	13.88888888888889	0.012960618427197004	ENSG00000161011, ENSG00000163618, ENSG00000140105, ENSG00000101255, ENSG00000087074	35	511	18869	5.2750908582611125	0.8471852644155704	0.16966627759239714	0.1614186113205445
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	3	8.333333333333332	0.023213571657729342	ENSG00000204388, ENSG00000044574, ENSG00000149428	35	131	18869	12.346128680479826	0.9660261456676251	0.2785628598927521	0.2650216097590766
GOTERM_MF_DIRECT	GO:0004812~aminoacyl-tRNA ligase activity	2	5.555555555555555	0.026699971400887753	ENSG00000134684, ENSG00000140105	35	15	18869	71.88190476190476	0.9796984122946959	0.2899897258421271	0.2758930030581348
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	4	11.11111111111111	0.028770211213883085	ENSG00000175197, ENSG00000116717, ENSG00000162772, ENSG00000172216	35	371	18869	5.812552945706584	0.9850594297175964	0.2899897258421271	0.2758930030581348
GOTERM_MF_DIRECT	GO:0015175~neutral amino acid transmembrane transporter activity	2	5.555555555555555	0.03020726310855491	ENSG00000168003, ENSG00000103257	35	17	18869	63.425210084033615	0.9879283810385018	0.2899897258421271	0.2758930030581348
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	3	8.333333333333332	0.035907744612776224	ENSG00000128564, ENSG00000112715, ENSG00000130513	35	166	18869	9.74302925989673	0.9948349139749595	0.32316970151498603	0.3074600632468964
GOTERM_MF_DIRECT	GO:0044389~ubiquitin-like protein ligase binding	2	5.555555555555555	0.04238644539384994	ENSG00000177606, ENSG00000172216	35	24	18869	44.92619047619048	0.9980438552168868	0.35566061953256256	0.33837156163861853
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	3	8.333333333333332	0.04670854544228669	ENSG00000112715, ENSG00000130513, ENSG00000171951	35	192	18869	8.423660714285715	0.9989802333746165	0.35566061953256256	0.33837156163861853
GOTERM_MF_DIRECT	GO:0051787~misfolded protein binding	2	5.555555555555555	0.0509948345848972	ENSG00000204388, ENSG00000044574	35	29	18869	37.18029556650246	0.9994670640887054	0.35566061953256256	0.33837156163861853
GOTERM_MF_DIRECT	GO:0015179~L-amino acid transmembrane transporter activity	2	5.555555555555555	0.052707476605933494	ENSG00000151012, ENSG00000103257	35	30	18869	35.94095238095238	0.9995891230455382	0.35566061953256256	0.33837156163861853
GOTERM_MF_DIRECT	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	4	11.11111111111111	0.053345211497469174	ENSG00000175197, ENSG00000177606, ENSG00000162772, ENSG00000172216	35	475	18869	4.53990977443609	0.9996270972461863	0.35566061953256256	0.33837156163861853
GOTERM_MF_DIRECT	GO:0008134~transcription factor binding	3	8.333333333333332	0.05433703909525261	ENSG00000175197, ENSG00000116584, ENSG00000177606	35	209	18869	7.738482570061517	0.9996793445640835	0.35566061953256256	0.33837156163861853
GOTERM_MF_DIRECT	GO:0042056~chemoattractant activity	2	5.555555555555555	0.0629205065777066	ENSG00000112715, ENSG00000171951	35	36	18869	29.950793650793653	0.9999137405846081	0.393937084660424	0.3747873652672089
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	4	11.11111111111111	0.07768971253272192	ENSG00000175197, ENSG00000177606, ENSG00000162772, ENSG00000172216	35	556	18869	3.8785200411099687	0.9999912442046472	0.4661382751963315	0.4434787757076209
GOTERM_MF_DIRECT	GO:0044183~protein binding involved in protein folding	2	5.555555555555555	0.0846834421972331	ENSG00000204388, ENSG00000044574	35	49	18869	22.004664723032068	0.9999970740298488	0.4877766270560627	0.4640652632408374
